,name,status,mass,targets
DB10571,Strawberry,approved,-1.0,0
DB10572,Corn,approved,-1.0,0
DB10573,Tomato,approved,-1.0,0
DB10574,Tuna,approved,-1.0,0
DB10575,Turkey,approved;investigational,-1.0,0
DB10576,Vanilla,approved,-1.0,0
DB10577,English walnut,approved,-1.0,0
DB10578,Watermelon,approved,-1.0,0
DB10579,Wheat,approved,-1.0,0
DB10580,Tea leaf,approved;investigational,-1.0,0
DB10581,Khuskia oryzae,approved,-1.0,0
DB10582,Artemisia annua pollen,approved,-1.0,0
DB10583,Clostridium tetani toxoid antigen (formaldehyde inactivated),approved,-1.0,0
DB10584,Corynebacterium diphtheriae toxoid antigen (formaldehyde inactivated),approved;investigational,-1.0,0
DB10596,"Influenza a virus a/california/7/2009 x-179a (h1n1) antigen (uv, formaldehyde inactivated)",approved,-1.0,0
DB10597,"Influenza a virus a/switzerland/9715293/2013 nib-88 (h3n2) antigen (uv, formaldehyde inactivated)",approved,-1.0,0
DB10598,"Influenza b virus b/brisbane/60/2008 antigen (uv, formaldehyde inactivated)",approved,-1.0,0
DB10599,"Influenza b virus b/phuket/3073/2013 antigen (uv, formaldehyde inactivated)",approved,-1.0,0
DB10600,Influenza a virus a/california/7/2009 x-181 (h1n1) antigen (propiolactone inactivated),approved,-1.0,0
DB10601,Influenza a virus a/south australia/55/2014 ivr-175 (h3n2) antigen (propiolactone inactivated),approved,-1.0,0
DB10602,Influenza b virus b/phuket/3073/2013 antigen (propiolactone inactivated),approved,-1.0,0
DB10603,Meriones unguiculatus skin,approved,-1.0,0
DB10604,Capra hircus skin,approved,-1.0,0
DB10605,Mesocricetus auratus skin,approved,-1.0,0
DB10606,Sus scrofa skin,approved,-1.0,0
DB10607,Oryctolagus cuniculus skin,approved,-1.0,0
DB10608,Rattus norvegicus skin,approved,-1.0,0
DB10609,Bombyx mori fiber,approved,-1.0,0
DB10610,Duck,approved,-1.0,0
DB10611,Allergenic extract- beef liver,approved,-1.0,0
DB10612,Veal,approved,-1.0,0
DB10613,Bluefish,approved,-1.0,0
DB10614,Common carp,approved,-1.0,0
DB10615,Haddock,approved,-1.0,0
DB10616,Pacific halibut,approved,-1.0,0
DB10617,Herring,approved,-1.0,0
DB10618,Mackerel,approved,-1.0,0
DB10619,Northern pike,approved,-1.0,0
DB10620,Red snapper,approved,-1.0,0
DB10621,Atlantic salmon,approved,-1.0,0
DB10622,European pilchard,approved,-1.0,0
DB10623,Scallop,approved,-1.0,0
DB10624,Smelt,approved,-1.0,0
DB10625,Swordfish,approved,-1.0,0
DB10626,Trout,approved,-1.0,0
DB10627,White fish,approved,-1.0,0
DB10628,Blackberry,approved,-1.0,0
DB10629,Blueberry,approved,-1.0,0
DB10630,Sour cherry,approved,-1.0,0
DB10631,Cranberry,approved;investigational,-1.0,0
DB10632,Date,approved,-1.0,0
DB10633,Fig,approved,-1.0,0
DB10634,Wine grape,approved,-1.0,0
DB10635,Lime (citrus),approved,-1.0,0
DB10636,Raspberry,approved,-1.0,0
DB10637,Tangerine,approved,-1.0,0
DB10638,Artichoke,approved,-1.0,0
DB10639,Kidney bean,approved,-1.0,0
DB10640,Beet,approved,-1.0,0
DB10641,Kiwi fruit,approved,-1.0,0
DB10642,Brussels sprout,approved,-1.0,0
DB10643,Cauliflower,approved,-1.0,0
DB10644,Eggplant,approved,-1.0,0
DB10645,Lentil,approved,-1.0,0
DB10646,Green olive,approved,-1.0,0
DB10647,Parsley,approved,-1.0,0
DB10648,Sweet potato,approved,-1.0,0
DB10650,Raphanus sativus,approved,-1.0,0
DB10651,Rhubarb,approved,-1.0,0
DB10652,Turnip,approved,-1.0,0
DB10653,Cashew,approved,-1.0,0
DB10654,Hazelnut,approved,-1.0,0
DB10655,Macadamia nut,approved,-1.0,0
DB10656,Nectarine,approved,-1.0,0
DB10657,Mango,approved,-1.0,0
DB10658,Papaya,approved,-1.0,0
DB10659,Leek,approved,-1.0,0
DB10660,Okra,approved,-1.0,0
DB10661,Parsnip,approved,-1.0,0
DB10662,Chickpea,approved,-1.0,0
DB10663,Black-eyed pea,approved,-1.0,0
DB10664,Watercress,approved,-1.0,0
DB10666,Arabica coffee bean,approved,-1.0,0
DB10667,Tragacanth,approved,-1.0,0
DB10669,Allspice,approved,-1.0,0
DB10670,Laurus nobilis,approved,-1.0,0
DB10671,Caraway seed,approved,-1.0,0
DB10672,Clove,approved,-1.0,0
DB10673,Dill,approved,-1.0,0
DB10674,Horseradish,approved,-1.0,0
DB10675,Licorice,approved,-1.0,0
DB10676,Nutmeg,approved,-1.0,0
DB10677,Oregano,approved,-1.0,0
DB10678,Paprika,approved,-1.0,0
DB10679,White pepper,approved,-1.0,0
DB10681,Poppy seed,approved,-1.0,0
DB10683,Spearmint,approved,-1.0,0
DB10685,Wheat bran,approved,-1.0,0
DB10686,American chestnut,approved,-1.0,0
DB10687,Hops,approved,-1.0,0
DB10688,Musca domestica,approved,-1.0,0
DB10690,Ctenocephalides canis,approved,-1.0,0
DB10691,Aedes taeniorhynchus,approved,-1.0,0
DB10693,Ctenocephalides felis,approved,-1.0,0
DB10694,Aspergillus flavus,approved,-1.0,0
DB10695,Eurotium herbariorum,approved,-1.0,0
DB10696,Trichothecium roseum,approved,-1.0,0
DB10697,Curvularia inaequalis,approved,-1.0,0
DB10698,Fusarium compactum,approved,-1.0,0
DB10699,Geotrichum candidum,approved,-1.0,0
DB10700,Phoma glomerata,approved,-1.0,0
DB10701,Rhodotorula mucilaginosa,approved,-1.0,0
DB10702,Stemphylium sarciniforme,approved,-1.0,0
DB10703,Trichoderma harzianum,approved,-1.0,0
DB10704,Ustilago avenae,approved,-1.0,0
DB10705,Tilletia caries,approved,-1.0,0
DB10706,Puccinia graminis,approved,-1.0,0
DB10707,Cotton,approved,-1.0,0
DB10708,Flax seed,approved,-1.0,0
DB10710,Tobacco leaf,approved,-1.0,0
DB10711,Corcorus capsularis fiber,approved,-1.0,0
DB10712,Agave sisalana fiber,approved,-1.0,0
DB10713,Poa compressa pollen,approved,-1.0,0
DB10714,Phalaris arundinacea pollen,approved,-1.0,0
DB10715,Bouteloua gracilis pollen,approved,-1.0,0
DB10716,Urochloa mutica pollen,approved,-1.0,0
DB10717,Secale cereale pollen,approved,-1.0,0
DB10718,Leymus condensatus pollen,approved,-1.0,0
DB10719,Pascopyrum smithii pollen,approved,-1.0,0
DB10720,Acacia baileyana pollen,approved,-1.0,0
DB10721,Alnus rubra pollen,approved,-1.0,0
DB10722,Alnus rhombifolia pollen,approved,-1.0,0
DB10723,Fraxinus latifolia pollen,approved,-1.0,0
DB10724,Betula populifolia pollen,approved,-1.0,0
DB10725,Tamarix gallica pollen,approved,-1.0,0
DB10727,Juniperus monosperma pollen,approved,-1.0,0
DB10728,Juniperus pinchotii pollen,approved,-1.0,0
DB10729,Juniperus scopulorum pollen,approved,-1.0,0
DB10730,Juniperus osteosperma pollen,approved,-1.0,0
DB10731,Juniperus occidentalis pollen,approved,-1.0,0
DB10732,Tilia americana pollen,approved,-1.0,0
DB10733,Mangifera indica pollen,approved,-1.0,0
DB10734,Acer macrophyllum pollen,approved,-1.0,0
DB10735,Acer saccharinum pollen,approved,-1.0,0
DB10736,Broussonetia papyrifera pollen,approved,-1.0,0
DB10737,Quercus velutina pollen,approved,-1.0,0
DB10738,Quercus macrocarpa pollen,approved,-1.0,0
DB10739,Quercus kelloggii pollen,approved,-1.0,0
DB10740,Quercus gambelii pollen,approved,-1.0,0
DB10741,Quercus lobata pollen,approved,-1.0,0
DB10742,Quercus nigra pollen,approved,-1.0,0
DB10743,Citrus sinensis pollen,approved,-1.0,0
DB10744,Pinus taeda pollen,approved,-1.0,0
DB10745,Pinus palustris pollen,approved,-1.0,0
DB10746,Pinus ponderosa pollen,approved,-1.0,0
DB10747,Pinus elliottii pollen,approved,-1.0,0
DB10748,Pinus virginiana pollen,approved,-1.0,0
DB10749,Pinus monticola pollen,approved,-1.0,0
DB10750,Populus nigra pollen,approved,-1.0,0
DB10751,Elaeagnus angustifolia pollen,approved,-1.0,0
DB10752,Salix lasiolepis pollen,approved,-1.0,0
DB10753,Salix discolor pollen,approved,-1.0,0
DB10754,Populus balsamifera subsp. trichocarpa pollen,approved,-1.0,0
DB10755,Taraxacum officinale pollen,approved,-1.0,0
DB10756,Atriplex polycarpa pollen,approved,-1.0,0
DB10757,Baccharis halimifolia pollen,approved,-1.0,0
DB10758,Hymenoclea salsola pollen,approved,-1.0,0
DB10759,Allenrolfea occidentalis pollen,approved,-1.0,0
DB10760,Atriplex lentiformis pollen,approved,-1.0,0
DB10761,Artemisia douglasiana pollen,approved,-1.0,0
DB10762,Artemisia ludoviciana pollen,approved,-1.0,0
DB10763,Urtica dioica pollen,approved,-1.0,0
DB10764,Iva axillaris pollen,approved,-1.0,0
DB10765,Ambrosia deltoidea pollen,approved,-1.0,0
DB10766,Sarcobatus vermiculatus pollen,approved,-1.0,0
DB10767,Atriplex canescens pollen,approved,-1.0,0
DB10768,Artemisia absinthium pollen,approved,-1.0,0
DB10769,Japanese encephalitis virus strain sa 14-14-2 antigen (formaldehyde inactivated),approved,-1.0,0
DB10770,Foreskin fibroblast (neonatal),approved,-1.0,11
DB10771,Bovine type I collagen,approved,-1.0,0
DB10772,Foreskin keratinocyte (neonatal),approved,-1.0,12
DB10773,Influenza a virus a/california/7/2009 (h1n1) recombinant hemagglutinin antigen,approved,-1.0,0
DB10774,Influenza a virus a/victoria/361/2011 (h3n2) recombinant hemagglutinin antigen,approved,-1.0,0
DB10775,Influenza b virus b/wisconsin/1/2010 recombinant hemagglutinin antigen,approved,-1.0,0
DB10776,Influenza a virus a/texas/50/2012 (h3n2) recombinant hemagglutinin antigen,approved,-1.0,0
DB10777,Influenza b virus b/massachusetts/2/2012 recombinant hemagglutinin antigen,approved,-1.0,0
DB10778,Influenza a virus a/switzerland/9715293/2013 (h3n2) recombinant hemagglutinin antigen,approved,-1.0,0
DB10779,Influenza b virus b/phuket/3073/2013 recombinant hemagglutinin antigen,approved,-1.0,0
DB10780,Influenza b virus b/hubei-wujiagang/158/2009 bx-39 antigen (propiolactone inactivated),approved,-1.0,0
DB10781,Influenza a virus a/christchurch/16/2010 nib-74 (h1n1) antigen (propiolactone inactivated),approved,-1.0,0
DB10782,Influenza a virus a/victoria/361/2011 ivr-165 (h3n2) antigen (propiolactone inactivated),approved,-1.0,0
DB10783,Neisseria meningitidis serogroup b nhba fusion protein antigen,approved,-1.0,0
DB10784,Neisseria meningitidis serogroup b fhbp fusion protein antigen,approved,-1.0,0
DB10785,Neisseria meningitidis serogroup b nada protein antigen,approved,-1.0,0
DB10786,Neisseria meningitidis serogroup B strain NZ98/254 outer membrane vesicle,approved,-1.0,0
DB10787,Bordetella pertussis toxoid antigen (glutaraldehyde inactivated),approved;investigational,-1.0,0
DB10788,Bordetella pertussis filamentous hemagglutinin antigen (formaldehyde inactivated),approved;investigational,-1.0,0
DB10789,Bordetella pertussis pertactin antigen,approved;investigational,-1.0,0
DB10790,Bordetella pertussis fimbriae 2/3 antigen,approved;investigational,-1.0,0
DB10791,Influenza A virus A/california/7/2009 x-179a (H1N1) antigen (formaldehyde inactivated),approved;investigational,-1.0,0
DB10792,Influenza A virus A/switzerland/9715293/2013 nib-88 (H3N2) antigen (formaldehyde inactivated),approved;investigational,-1.0,0
DB10793,Influenza B virus B/phuket/3073/2013 antigen (formaldehyde inactivated),approved;investigational,-1.0,0
DB10794,Influenza b virus b/brisbane/60/2008 antigen (formaldehyde inactivated),approved,-1.0,0
DB10795,Poliovirus type 1 antigen (formaldehyde inactivated),approved;investigational,-1.0,0
DB10796,Poliovirus type 2 antigen (formaldehyde inactivated),approved;investigational,-1.0,0
DB10797,Poliovirus type 3 antigen (formaldehyde inactivated),approved;investigational,-1.0,0
DB10798,Neisseria meningitidis group a capsular polysaccharide diphtheria toxoid conjugate antigen,approved;investigational,-1.0,0
DB10799,Neisseria meningitidis group c capsular polysaccharide diphtheria toxoid conjugate antigen,approved,-1.0,0
DB10800,Neisseria meningitidis group y capsular polysaccharide diphtheria toxoid conjugate antigen,approved,-1.0,0
DB10801,Neisseria meningitidis group w-135 capsular polysaccharide diphtheria toxoid conjugate antigen,approved,-1.0,0
DB10802,Influenza a virus a/california/7/2009(h1n1)-like antigen (formaldehyde inactivated),approved,-1.0,0
DB10803,Salmonella typhi ty2 vi polysaccharide antigen,approved,-1.0,0
DB10804,Bacillus calmette-guerin substrain connaught live antigen,approved;investigational,-1.0,0
DB10805,Yellow Fever Vaccine,approved;investigational,-1.0,0
DB10806,Fusarium oxysporum,approved,-1.0,0
DB10807,Candida tropicalis,approved,-1.0,0
DB10808,Mucor racemosus,approved,-1.0,0
DB10809,Penicillium camemberti,approved,-1.0,0
DB10810,Penicillium expansum,approved,-1.0,0
DB10811,Penicillium italicum,approved,-1.0,0
DB10812,Penicillium roqueforti,approved,-1.0,0
DB10813,Phoma destructiva,approved,-1.0,0
DB10814,Rhizopus stolonifer,approved,-1.0,0
DB10815,Fraxinus pennsylvanica pollen,approved,-1.0,0
DB10816,Atriplex confertifolia pollen,approved,-1.0,0
DB10817,Passalora fulva,approved,-1.0,0
DB10818,Cochliobolus spicifer,approved,-1.0,0
DB10819,Myrothecium verrucaria,approved,-1.0,0
DB10820,Hypomyces perniciosus,approved,-1.0,0
DB10821,Neurospora crassa,approved,-1.0,0
DB10822,Paecilomyces variotii,approved,-1.0,0
DB10823,Microascus brevicaulis,approved,-1.0,0
DB10824,Colletotrichum coccodes,approved,-1.0,0
DB10825,Pleospora herbarum,approved,-1.0,0
DB10826,Streptomyces griseus,approved,-1.0,0
DB10827,Trichoderma viride,approved,-1.0,0
DB10828,Trichophyton schoenleinii,approved,-1.0,0
DB10829,Basil,approved,-1.0,0
DB10830,Mung bean,approved,-1.0,0
DB10831,Betula papyrifera pollen,approved,-1.0,0
DB10832,Betula occidentalis pollen,approved,-1.0,0
DB10833,Betula alleghaniensis pollen,approved,-1.0,0
DB10834,Ustilago cynodontis,approved,-1.0,0
DB10835,Ustilago nuda hordei,approved,-1.0,0
DB10836,Bromus secalinus pollen,approved,-1.0,0
DB10837,Beta vulgaris pollen,approved,-1.0,0
DB10838,Chenopodium botrys pollen,approved,-1.0,0
DB10839,Mycocladus corymbiferus,approved,-1.0,0
DB10840,Acrothecium robustum,approved,-1.0,0
DB10841,Humicola grisea,approved,-1.0,0
DB10842,Microsporum audouinii,approved,-1.0,0
DB10843,Microsporum canis,approved,-1.0,0
DB10844,Apiospora montagnei,approved,-1.0,0
DB10845,Phycomyces blakesleeanus,approved,-1.0,0
DB10846,Sporotrichum pruinosum,approved,-1.0,0
DB10847,Stachybotrys chartarum,approved,-1.0,0
DB10848,Syncephalastrum racemosum,approved,-1.0,0
DB10849,Tetracoccosporium paxianum,approved,-1.0,0
DB10850,Verticillium albo-atrum,approved,-1.0,0
DB10851,White catfish,approved,-1.0,0
DB10852,Carob,approved,-1.0,0
DB10853,Sweet cherry,approved,-1.0,0
DB10855,Opilio crab,approved,-1.0,0
DB10856,Bos taurus hair,approved,-1.0,0
DB10857,Serinus canaria feather,approved,-1.0,0
DB10858,Melilotus albus pollen,approved,-1.0,0
DB10859,Melilotus officinalis pollen,approved,-1.0,0
DB10860,Typha latifolia pollen,approved,-1.0,0
DB10861,Atlantic cod,approved,-1.0,0
DB10862,Red currant,approved,-1.0,0
DB10864,Cumin,approved,-1.0,0
DB10865,Cladosporium herbarum,approved,-1.0,0
DB10866,Acheta domesticus,approved,-1.0,0
DB10867,Canis lupus familiaris hair,approved,-1.0,0
DB10868,Odocoileus virginianus hair,approved,-1.0,0
DB10869,Grain mill dust,approved,-1.0,0
DB10870,Epidermophyton floccosum,approved,-1.0,0
DB10871,Ambrosia dumosa pollen,approved,-1.0,0
DB10872,Ambrosia confertiflora pollen,approved,-1.0,0
DB10873,Sporisorium cruentum,approved,-1.0,0
DB10874,Goose,approved,-1.0,0
DB10875,Concord grape,approved,-1.0,0
DB10876,Capra hircus hair,approved,-1.0,0
DB10877,Cavia porcellus hair,approved,-1.0,0
DB10879,Arrhenatherum elatius pollen,approved,-1.0,0
DB10880,Equus caballus hair,approved,-1.0,0
DB10881,Sus scrofa hair,approved,-1.0,0
DB10882,Carya cordiformis pollen,approved,-1.0,0
DB10883,Carya glabra pollen,approved,-1.0,0
DB10884,Millet seed,approved,-1.0,0
DB10885,Mustard greens,approved,-1.0,0
DB10886,Quercus muehlenbergii pollen,approved,-1.0,0
DB10887,Quercus palustris pollen,approved,-1.0,0
DB10888,Quercus stellata pollen,approved,-1.0,0
DB10889,Quercus garryana pollen,approved,-1.0,0
DB10890,Red bell pepper,approved,-1.0,0
DB10891,Perch,approved,-1.0,0
DB10892,Pumpkin,approved,-1.0,0
DB10893,Melopsittacus undulatus feather,approved,-1.0,0
DB10894,Pinus contorta pollen,approved,-1.0,0
DB10895,Pinus sylvestris pollen,approved,-1.0,0
DB10896,Pinus rigida pollen,approved,-1.0,0
DB10897,Capsicum,approved,-1.0,0
DB10898,Oryctolagus cuniculus hair,approved,-1.0,0
DB10899,Sequoia sempervirens pollen,approved,-1.0,0
DB10900,Rumex obtusifolius pollen,approved,-1.0,0
DB10901,Rumex altissimus pollen,approved,-1.0,0
DB10902,Rumex salicifolius var. mexicanus pollen,approved,-1.0,0
DB10903,Sitotroga cerealella,approved,-1.0,0
DB10904,English sole,approved,-1.0,0
DB10905,Safflower,approved,-1.0,0
DB10906,Sugarcane,approved,-1.0,0
DB10907,Sunflower seed,approved,-1.0,0
DB10908,Platanus hybrida pollen,approved,-1.0,0
DB10909,Artemisia californica pollen,approved,-1.0,0
DB10910,Helianthus annuus pollen,approved,-1.0,0
DB10911,Carpinus caroliniana pollen,approved,-1.0,0
DB10912,Picea pungens pollen,approved,-1.0,0
DB10913,"Starch, tapioca",approved,-1.0,0
DB10914,Larix occidentalis pollen,approved,-1.0,0
DB10915,Trichophyton rubrum,approved,-1.0,0
DB10916,Salix lucida ssp. lasiandra pollen,approved,-1.0,0
DB10917,Juniperus virginiana,approved,-1.0,0
DB10918,Venison,approved,-1.0,0
DB10919,Black walnut,approved,-1.0,0
DB10921,Artemisia dracunculus pollen,approved,-1.0,0
DB10922,Pinus banksiana pollen,approved,-1.0,0
DB10923,Pinus resinosa pollen,approved,-1.0,0
DB10924,Pinus nigra pollen,approved,-1.0,0
DB10925,Pinus thunbergii pollen,approved,-1.0,0
DB10926,Carya tomentosa pollen,approved,-1.0,0
DB10927,Iva annua pollen,approved,-1.0,0
DB10928,Bassia scoparia pollen,approved,-1.0,0
DB10929,Cyclachaena xanthifolia pollen,approved,-1.0,0
DB10930,Amaranthus retroflexus whole,approved,-1.0,0
DB10932,Cephalosporium roseum,approved,-1.0,0
DB10933,Cochliobolus lunatus,approved,-1.0,0
DB10934,Haematonectria haematococca,approved,-1.0,0
DB10935,Chrysonilia sitophila,approved,-1.0,0
DB10936,Pleospora betae,approved,-1.0,0
DB10937,Puccinia striiformis var. striiformis,approved,-1.0,0
DB10939,Pleospora tarda,approved,-1.0,0
DB10940,Acacia pollen,approved,-1.0,0
DB10941,Bassia hyssopifolia pollen,approved,-1.0,0
DB10942,Brassica rapa pollen,approved,-1.0,0
DB10943,Callistemon citrinus pollen,approved,-1.0,0
DB10945,Dicoria canescens pollen,approved,-1.0,0
DB10946,Krascheninnikovia lanata pollen,approved,-1.0,0
DB10947,Ambrosia ambrosioides pollen,approved,-1.0,0
DB10948,Ambrosia chamissonis pollen,approved,-1.0,0
DB10949,Koeleria macrantha pollen,approved,-1.0,0
DB10950,Phoenix dactylifera pollen,approved,-1.0,0
DB10952,Quercus dumosa pollen,approved,-1.0,0
DB10953,Suaeda moquinii pollen,approved,-1.0,0
DB10954,Tilia cordata pollen,approved,-1.0,0
DB10955,Apis mellifera venom,approved,-1.0,0
DB10956,Vespula maculifrons venom protein,approved,-1.0,0
DB10957,Dolichovespula arenaria venom protein,approved,-1.0,0
DB10958,Dolichovespula maculata venom protein,approved,-1.0,0
DB10959,Polistes fuscatus venom protein,approved,-1.0,0
DB10961,Hordeum vulgare pollen,approved,-1.0,0
DB10962,Agrostis stolonifera pollen,approved,-1.0,0
DB10963,Phalaris minor pollen,approved,-1.0,0
DB10964,Lolium perenne subsp. multiflorum pollen,approved,-1.0,0
DB10965,Sorghum bicolor subsp. bicolor pollen,approved,-1.0,0
DB10966,Sorghum bicolor subsp. drummondii pollen,approved,-1.0,0
DB10967,Amphiachyris dracunculoides pollen,approved,-1.0,0
DB10968,Iva angustifolia pollen,approved,-1.0,0
DB10969,Neurospora sitophila,approved,-1.0,0
DB10970,Trichophyton tonsurans,approved,-1.0,0
DB10971,Mycogone nigra,approved,-1.0,0
DB10972,Absidia capillata,approved,-1.0,0
DB10973,Thermomyces lanuginosus,approved,-1.0,0
DB10974,Trichosporon cutaneum,approved,-1.0,0
DB10975,Tanacetum cinerariifolium flower,approved,-1.0,0
DB10976,Largemouth bass,approved,-1.0,0
DB10977,Cocoa,approved,-1.0,0
DB10979,Blue crab,approved,-1.0,0
DB10980,Barley malt,approved,-1.0,0
DB10981,Radish,approved,-1.0,0
DB10982,Sage,approved,-1.0,0
DB10983,Thyme,approved,-1.0,0
DB10984,Peppermint,approved,-1.0,0
DB10985,Ulmus rubra pollen,approved,-1.0,0
DB10986,Pseudotsuga menziesii pollen,approved,-1.0,0
DB10987,Carya laciniosa pollen,approved,-1.0,0
DB10988,Maclura pomifera pollen,approved,-1.0,0
DB10989,Hepatitis A Vaccine,approved,-1.0,0
DB10990,Haemophilus influenzae type b strain 20752 capsular polysaccharide tetanus toxoid conjugate antigen,approved;investigational,-1.0,0
DB10991,"Bordetella pertussis toxoid antigen (formaldehyde, glutaraldehyde inactivated)",approved,-1.0,0
DB10992,Bordetella pertussis pertactin antigen (formaldehyde inactivated),approved,-1.0,0
DB10994,Human papillomavirus type 16 L1 capsid protein residues 2-471 antigen,approved;investigational,-1.0,0
DB10995,Human papillomavirus type 18 l1 capsid protein residues 2-472 antigen,approved;investigational,-1.0,0
DB10996,Influenza a virus a/christchurch/16/2010 nib-74xp (h1n1) antigen (formaldehyde inactivated),approved,-1.0,0
DB10997,Autologous cultured chondrocytes,approved;investigational,-1.0,0
DB10998,"Influenza A virus A/brisbane/10/2010 (H1N1) antigen (mdck cell derived, propiolactone inactivated)",approved;investigational,-1.0,0
DB10999,"Influenza a virus a/texas/50/2012 x-223a (h3n2) antigen (mdck cell derived, propiolactone inactivated)",approved,-1.0,0
DB11000,"Influenza b virus b/massachusetts/2/2012 antigen (mdck cell derived, propiolactone inactivated)",approved,-1.0,0
DB11001,"Influenza a virus a/south australia/55/2014 (h3n2) antigen (mdck cell derived, propiolactone inactivated)",approved,-1.0,0
DB11002,"Influenza b virus b/utah/9/2014 antigen (mdck cell derived, propiolactone inactivated)",approved,-1.0,0
DB11003,Anthrax vaccine,approved,-1.0,0
DB11004,Betula pendula pollen,approved,-1.0,0
DB11005,Ulmus parvifolia pollen,approved,-1.0,0
DB11006,Parkinsonia florida pollen,approved,-1.0,0
DB11007,Cytisus scoparius flowering top,approved,-1.0,0
DB11008,Poultry,approved,-1.0,0
DB11009,"Quahog, unspecified",approved,-1.0,0
DB11010,"Cod, unspecified",approved,-1.0,0
DB11011,Crab leg,approved,-1.0,0
DB11014,"Salmon, unspecified",approved,-1.0,0
DB11017,Yeast,approved,-1.0,0
DB11018,Canis lupus familiaris dander,approved,-1.0,0
DB11019,Cavia porcellus dander,approved,-1.0,0
DB11020,Bos taurus dander,approved,-1.0,0
DB11021,Equus caballus dander,approved,-1.0,0
DB11022,Aspergillus nidulans,approved,-1.0,0
DB11023,Penicillium digitatum,approved,-1.0,0
DB11024,Clonostachys rosea f. rosea,approved,-1.0,0
DB11025,Dendryphiella vinosa,approved,-1.0,0
DB11026,Solenopsis richteri,approved,-1.0,0
DB11027,Polistes annularis venom protein,approved,-1.0,0
DB11028,Polistes exclamans venom protein,approved,-1.0,0
DB11029,Polistes metricus venom protein,approved,-1.0,0
DB11030,Vespula germanica venom protein,approved,-1.0,0
DB11031,Vespula pensylvanica venom protein,approved,-1.0,0
DB11032,Vespula squamosa venom protein,approved,-1.0,0
DB11033,Vespula vulgaris venom protein,approved,-1.0,0
DB11034,Influenza A virus A/bolivia/559/2013 (H1N1) live (attenuated) antigen,approved;investigational,-1.0,0
DB11035,Influenza a virus a/switzerland/9715293/2013 (h3n2) live (attenuated) antigen,approved,-1.0,0
DB11036,Influenza b virus b/phuket/3073/2013 live (attenuated) antigen,approved,-1.0,0
DB11037,Influenza b virus b/brisbane/60/2008 live (attenuated) antigen,approved,-1.0,0
DB11038,Influenza a virus a/brisbane/59/2007(h1n1) hemagglutinin antigen (propiolactone inactivated),approved,-1.0,0
DB11039,Influenza a virus a/uruguay/716/2007(h3n2) hemagglutinin antigen (propiolactone inactivated),approved,-1.0,0
DB11040,Influenza b virus b/brisbane/60/2008 hemagglutinin antigen (propiolactone inactivated),approved,-1.0,0
DB11041,Influenza a virus a/california/7/2009 x-181 (h1n1) hemagglutinin antigen (propiolactone inactivated),approved,-1.0,0
DB11042,Influenza a virus a/victoria/210/2009 x-187 (h3n2) hemagglutinin antigen (propiolactone inactivated),approved,-1.0,0
DB11043,Influenza a virus a/victoria/210/2009 x-187 (h3n2) antigen (propiolactone inactivated),approved,-1.0,0
DB11044,Influenza b virus b/brisbane/60/2008 antigen (propiolactone inactivated),approved,-1.0,0
DB11045,Influenza a virus a/texas/50/2012 x-223 (h3n2) antigen (propiolactone inactivated),approved,-1.0,0
DB11046,Influenza b virus b/massachusetts/2/2012 bx-51b antigen (propiolactone inactivated),approved,-1.0,0
DB11047,Influenza a virus a/switzerland/9715293/2013 nib-88 (h3n2) antigen (propiolactone inactivated),approved,-1.0,0
DB11048,Influenza a virus a/california/7/2009(h1n1)-like hemagglutinin antigen (propiolactone inactivated),approved,-1.0,0
DB11050,Typhoid Vaccine Live Ty21a,approved,-1.0,0
DB11051,Azficel-T,approved;investigational,-1.0,0
DB11054,Human cord blood hematopoietic progenitor cell,approved,-1.0,0
DB11056,Stannous chloride,approved,189.62,0
DB11057,Mineral oil,approved;vet_approved,-1.0,0
DB11058,Petrolatum,approved;investigational,-1.0,0
DB11059,Carboxymethylcellulose,approved;investigational,-1.0,1
DB11060,Polyvinyl alcohol,approved,-1.0,0
DB11061,Povidone,approved,-1.0,0
DB11062,Octisalate,approved;investigational,-1.0,0
DB11063,Polysorbate 80,approved,-1.0,0
DB11064,Homosalate,approved;investigational,-1.0,3
DB11065,Pancrelipase amylase,approved,-1.0,1
DB11066,Pancrelipase protease,approved,-1.0,1
DB11067,Heme iron polypeptide,investigational,-1.0,0
DB11068,Selenic acid,approved,144.97,0
DB11069,Schizochytrium DHA oil,experimental,-1.0,0
DB11071,Phenyl salicylate,approved,214.2167,2
DB11072,Hydrogen fluoride,approved;investigational,20.0063,0
DB11073,Cetylpyridinium,approved,304.541,0
DB11074,Dimethicone,approved,-1.0,0
DB11075,Hypromellose,approved,-1.0,1
DB11077,Polyethylene glycol 400,approved,-1.0,2
DB11079,Trolamine salicylate,approved,287.312,2
DB11080,Silver nitrate,approved;investigational,169.8731,0
DB11081,Aluminum chloride,approved;investigational,133.341,1
DB11082,Coal tar,approved,-1.0,0
DB11085,Resorcinol,approved,110.1106,1
DB11086,Cocoa butter,approved,-1.0,0
DB11087,Pyrethrum extract,approved,-1.0,1
DB11088,Shark liver oil,approved,-1.0,0
DB11089,Docusate,approved,422.577,0
DB11090,Potassium nitrate,approved,101.1032,1
DB11091,Hydrogen peroxide,approved;vet_approved,34.0147,0
DB11092,Stannous fluoride,approved,156.71,0
DB11093,Calcium Citrate,approved;investigational,498.432,33
